"lat","lon","fdate","mean_cpue","sum_KG","area"
15.5,88,"2018-10-19",0.3636364,140,"bob"
16.25,89.25,"2018-10-19",0.1,60,"bob"
10,83,"2018-10-20",0.1041667,50,"bob"
10.25,82.25,"2018-10-20",1.25,700,"bob"
10.25,82.75,"2018-10-20",0.5,150,"bob"
10.5,82.5,"2018-10-20",0.4,90,"bob"
10.5,82.75,"2018-10-20",0.4,202,"bob"
10.5,82.75,"2018-10-20",2.3,152,"bob"
10.5,83.25,"2018-10-20",0.25,95,"bob"
10.75,82.5,"2018-10-20",0.2,82,"bob"
10.75,82.75,"2018-10-20",1.2,595,"bob"
10.75,83,"2018-10-20",1,100,"bob"
11,83,"2018-10-20",0.625,200,"bob"
11.25,83.25,"2018-10-20",0.4,160,"bob"
12,84,"2018-10-20",0.5,150,"bob"
12.5,85.25,"2018-10-20",0.6,298,"bob"
12.75,85.25,"2018-10-20",0.2,80,"bob"
12.75,85.25,"2018-10-20",1.8,350,"bob"
13,85,"2018-10-20",0.4285714,100,"bob"
13,85.5,"2018-10-20",0.3,120,"bob"
13.25,85.75,"2018-10-20",0.1,30,"bob"
13.5,85.75,"2018-10-20",0.8,130,"bob"
13.75,84.75,"2018-10-20",0.8,350,"bob"
13.75,84.75,"2018-10-20",0.7,342,"bob"
14.75,88.25,"2018-10-20",1,521,"bob"
10,82,"2018-10-21",0.2,50,"bob"
10,82,"2018-10-21",0.7,300,"bob"
10,82.25,"2018-10-21",2.5,480,"bob"
10,85.5,"2018-10-21",0.1,50,"bob"
10.25,82,"2018-10-21",0.7142857,400,"bob"
10.75,82.75,"2018-10-21",1,360,"bob"
12.25,85.25,"2018-10-21",0.6666667,60,"bob"
12.75,85.25,"2018-10-21",0.4,200,"bob"
13,85,"2018-10-21",0.5,200,"bob"
13,85,"2018-10-21",0.5,300,"bob"
13,85,"2018-10-21",0.8333333,180,"bob"
13.25,84.25,"2018-10-21",0.6666667,80,"bob"
13.25,84.75,"2018-10-21",0.3,400,"bob"
13.5,84.75,"2018-10-21",1.3125,900,"bob"
13.75,85.5,"2018-10-21",0.5,200,"bob"
14.75,86,"2018-10-21",2.2,400,"bob"
15.25,86.25,"2018-10-21",0.5,196,"bob"
16,89.25,"2018-10-21",0.6,305,"bob"
10,82,"2018-10-22",0.2,100,"bob"
10,83.75,"2018-10-22",0.5208333,250,"bob"
10,83.75,"2018-10-22",0.6,112,"bob"
10.25,82.25,"2018-10-22",0.3,150,"bob"
10.25,82.25,"2018-10-22",1.25,600,"bob"
10.5,82.75,"2018-10-22",0.9,432,"bob"
10.75,82.5,"2018-10-22",0.1,52,"bob"
10.75,82.5,"2018-10-22",0.8,400,"bob"
10.75,82.75,"2018-10-22",0.3333333,40,"bob"
10.75,86.25,"2018-10-22",2.857143,300,"bob"
11.25,83.5,"2018-10-22",0.4,150,"bob"
12.5,85.25,"2018-10-22",0.3333333,45,"bob"
12.5,85.5,"2018-10-22",0.4,205,"bob"
12.75,85.75,"2018-10-22",3,150,"bob"
13,85,"2018-10-22",1,240,"bob"
13,85.5,"2018-10-22",0.1,35,"bob"
13.25,84.25,"2018-10-22",7,350,"bob"
13.25,84.75,"2018-10-22",0.6666667,80,"bob"
13.75,86.25,"2018-10-22",1.2,620,"bob"
14.75,86.5,"2018-10-22",0.625,200,"bob"
10,82.5,"2018-10-23",1.333333,80,"bob"
10.25,82.25,"2018-10-23",0.6,120,"bob"
10.25,83,"2018-10-23",0.4,160,"bob"
10.5,82.5,"2018-10-23",0.7,348,"bob"
10.5,82.75,"2018-10-23",0.7,337,"bob"
10.75,87,"2018-10-23",0.2222222,50,"bob"
11,83,"2018-10-23",1.666667,500,"bob"
13.25,85.25,"2018-10-23",0.3333333,150,"bob"
13.25,85.25,"2018-10-23",0.2,60,"bob"
13.25,85.5,"2018-10-23",1.6,600,"bob"
13.25,85.75,"2018-10-23",0.4,250,"bob"
13.5,84.25,"2018-10-23",0.4375,300,"bob"
14.5,85.5,"2018-10-23",0.75,300,"bob"
14.5,85.75,"2018-10-23",1.4,300,"bob"
14.75,85.75,"2018-10-23",1.4,200,"bob"
10,83.75,"2018-10-24",0.5833333,250,"bob"
10.25,82.25,"2018-10-24",2,82,"bob"
10.5,82.5,"2018-10-24",0.9,452,"bob"
10.5,84,"2018-10-24",0.4,86,"bob"
10.75,82.75,"2018-10-24",0.2,84,"bob"
10.75,82.75,"2018-10-24",0.3333333,40,"bob"
11,85.5,"2018-10-24",1.904762,200,"bob"
11.25,83.5,"2018-10-24",0.7,280,"bob"
12.25,85,"2018-10-24",0.5,200,"bob"
13,84.5,"2018-10-24",0.8,130,"bob"
13,85,"2018-10-24",0.2857143,150,"bob"
13,85.5,"2018-10-24",0.7,348,"bob"
13.5,84.75,"2018-10-24",0.6,220,"bob"
13.5,85,"2018-10-24",1.2,550,"bob"
13.75,85.75,"2018-10-24",0.5,270,"bob"
14,84.5,"2018-10-24",0.7,300,"bob"
14.25,86,"2018-10-24",0.3,140,"bob"
14.5,86.25,"2018-10-24",0.7,210,"bob"
16.25,87.5,"2018-10-24",0.1,30,"bob"
10,82.75,"2018-10-25",1.333333,400,"bob"
10.25,83,"2018-10-25",1.25,550,"bob"
10.25,83.25,"2018-10-25",0.3,125,"bob"
10.5,82.5,"2018-10-25",1.1,525,"bob"
10.5,82.5,"2018-10-25",0.9375,420,"bob"
10.5,82.75,"2018-10-25",0.4,66,"bob"
10.5,83.25,"2018-10-25",0.5555556,400,"bob"
10.75,82.5,"2018-10-25",1.2,602,"bob"
11.5,88,"2018-10-25",0.3333333,140,"bob"
11.75,85,"2018-10-25",1.666667,160,"bob"
13,84.5,"2018-10-25",0.3846154,159,"bob"
13,84.5,"2018-10-25",0.5555556,250,"bob"
13.25,84.5,"2018-10-25",0.25,200,"bob"
13.25,85,"2018-10-25",0.3,120,"bob"
13.25,85.75,"2018-10-25",0.6,180,"bob"
14.25,85.25,"2018-10-25",0.375,120,"bob"
14.75,85.5,"2018-10-25",0.8,150,"bob"
14.75,85.75,"2018-10-25",1.333333,160,"bob"
15.25,87.25,"2018-10-25",0.6,140,"bob"
15.75,86.5,"2018-10-25",1.333333,400,"bob"
10,82.5,"2018-10-26",1.8,882,"bob"
10.25,82.25,"2018-10-26",0.3,120,"bob"
10.25,82.25,"2018-10-26",0.4,100,"bob"
10.25,82.75,"2018-10-26",0.5,190,"bob"
10.5,82.5,"2018-10-26",0.4,198,"bob"
10.5,82.75,"2018-10-26",0.2,82,"bob"
10.75,82.5,"2018-10-26",0.3,150,"bob"
10.75,82.5,"2018-10-26",0.2,95,"bob"
10.75,83.25,"2018-10-26",1,350,"bob"
10.75,85.5,"2018-10-26",0.952381,90,"bob"
11.25,83.5,"2018-10-26",0.2,80,"bob"
12,85.5,"2018-10-26",0.625,250,"bob"
12.5,86.75,"2018-10-26",0.1,60,"bob"
12.75,85.75,"2018-10-26",0.4,180,"bob"
12.75,86.25,"2018-10-26",0.3,130,"bob"
13,86.75,"2018-10-26",0.4545455,300,"bob"
13.25,84.75,"2018-10-26",0.1,40,"bob"
13.75,86.5,"2018-10-26",0.2,60,"bob"
16.5,88.25,"2018-10-26",0.4210526,130,"bob"
10.25,82.75,"2018-10-27",0.5,120,"bob"
10.25,82.75,"2018-10-27",0.5,120,"bob"
10.5,82.75,"2018-10-27",0.45,452,"bob"
10.5,85,"2018-10-27",0.6111111,450,"bob"
10.75,82.75,"2018-10-27",0.2,99,"bob"
10.75,83,"2018-10-27",0.4285714,90,"bob"
10.75,84,"2018-10-27",0.6,115,"bob"
11,83,"2018-10-27",0.6,250,"bob"
11.25,83.5,"2018-10-27",0.1,50,"bob"
12.25,85,"2018-10-27",1,110,"bob"
13,85.25,"2018-10-27",0.3076923,211,"bob"
13,87.5,"2018-10-27",0.1,50,"bob"
13.25,84.5,"2018-10-27",3.6,431,"bob"
15.5,86.25,"2018-10-27",1.6,300,"bob"
10,82,"2018-10-28",5,600,"bob"
10,82.5,"2018-10-28",0.5,140,"bob"
10,83.5,"2018-10-28",0.1,40,"bob"
10.25,82,"2018-10-28",1.666667,350,"bob"
10.25,82.25,"2018-10-28",1.375,560,"bob"
10.5,82.5,"2018-10-28",0.5,250,"bob"
10.5,83.75,"2018-10-28",0.3,120,"bob"
11,85,"2018-10-28",0.3333333,150,"bob"
11.25,84.5,"2018-10-28",0.4,180,"bob"
12.25,85.5,"2018-10-28",0.625,250,"bob"
12.25,86.25,"2018-10-28",0.2,50,"bob"
12.25,87,"2018-10-28",0.3,150,"bob"
12.75,86.5,"2018-10-28",0.7,220,"bob"
13,84.75,"2018-10-28",0.3846154,200,"bob"
13,87,"2018-10-28",0.5454545,360,"bob"
13,87,"2018-10-28",0.4545455,190,"bob"
13.25,84.5,"2018-10-28",3.2,391,"bob"
13.25,87,"2018-10-28",0.1,50,"bob"
13.75,86.5,"2018-10-28",0.5,490,"bob"
15.75,87.5,"2018-10-28",1,280,"bob"
16.5,88.25,"2018-10-28",0.1052632,30,"bob"
17.25,89.5,"2018-10-28",0.5,180,"bob"
10,82,"2018-10-29",0.4444444,85,"bob"
10,86,"2018-10-29",1,330,"bob"
10.5,82.75,"2018-10-29",0.1428571,35,"bob"
10.75,82,"2018-10-29",0.4,200,"bob"
11.25,82.75,"2018-10-29",0.1,40,"bob"
12,84.75,"2018-10-29",0.6,110,"bob"
12.5,85.5,"2018-10-29",0.5,150,"bob"
13,88.5,"2018-10-29",0.4,200,"bob"
13.25,84.5,"2018-10-29",2.8,332,"bob"
14.25,85.5,"2018-10-29",0.4,200,"bob"
15,86.25,"2018-10-29",0.2,65,"bob"
15,86.25,"2018-10-29",0.1,30,"bob"
15.5,86.25,"2018-10-29",1.4,250,"bob"
10,82,"2018-10-30",3.666667,440,"bob"
10.25,82.5,"2018-10-30",0.25,80,"bob"
10.25,82.75,"2018-10-30",0.2,595,"bob"
10.25,83.5,"2018-10-30",0.25,81,"bob"
10.5,82.5,"2018-10-30",0.6,297,"bob"
10.5,82.5,"2018-10-30",0.6,130,"bob"
10.5,82.75,"2018-10-30",0.5,242,"bob"
11.25,84.25,"2018-10-30",0.6,120,"bob"
12.5,84.75,"2018-10-30",0.4,85,"bob"
12.5,87,"2018-10-30",0.2222222,100,"bob"
12.5,87.75,"2018-10-30",0.5,250,"bob"
12.75,86.5,"2018-10-30",0.125,70,"bob"
12.75,86.75,"2018-10-30",1,300,"bob"
13,85,"2018-10-30",0.75,270,"bob"
13,87,"2018-10-30",0.2727273,150,"bob"
13.25,84.25,"2018-10-30",2.857143,500,"bob"
13.25,84.25,"2018-10-30",2,291,"bob"
13.25,84.5,"2018-10-30",0.3333333,70,"bob"
13.25,84.75,"2018-10-30",5,175,"bob"
13.25,87.75,"2018-10-30",0.5,220,"bob"
13.5,84.5,"2018-10-30",1.428571,350,"bob"
14.75,86.5,"2018-10-30",0.4,80,"bob"
15.25,86.25,"2018-10-30",1.2,250,"bob"
15.25,86.5,"2018-10-30",0.875,280,"bob"
16.25,88.25,"2018-10-30",0.2105263,60,"bob"
10,83.25,"2018-10-31",0.5555556,400,"bob"
10.75,83.25,"2018-10-31",0.7,250,"bob"
11.25,83,"2018-10-31",0.5,250,"bob"
12,84.5,"2018-10-31",0.5,160,"bob"
12.25,84.75,"2018-10-31",1.333333,150,"bob"
12.75,86.5,"2018-10-31",0.7,300,"bob"
13,84.25,"2018-10-31",2,223,"bob"
13,88.5,"2018-10-31",0.5,250,"bob"
13,88.5,"2018-10-31",0.5,220,"bob"
13.25,88.25,"2018-10-31",0.6,300,"bob"
13.25,88.5,"2018-10-31",0.5,252,"bob"
13.5,84.25,"2018-10-31",0.6,300,"bob"
14.25,85.5,"2018-10-31",1.3,600,"bob"
15,86,"2018-10-31",0.2,80,"bob"
15.25,86.5,"2018-10-31",1.125,430,"bob"
10,82,"2018-11-01",0.8888889,520,"bob"
10,82.5,"2018-11-01",2.333333,280,"bob"
10,83.75,"2018-11-01",0.4,90,"bob"
10.25,82,"2018-11-01",1,300,"bob"
10.25,82.25,"2018-11-01",0.5,120,"bob"
10.25,82.75,"2018-11-01",1.666667,480,"bob"
10.25,83.25,"2018-11-01",1.666667,420,"bob"
10.5,82.25,"2018-11-01",1.125,430,"bob"
10.75,83,"2018-11-01",2.666667,320,"bob"
11,85.25,"2018-11-01",0.1,40,"bob"
11.25,83,"2018-11-01",0.3,120,"bob"
11.75,85.25,"2018-11-01",0.7,269,"bob"
12.25,84,"2018-11-01",0.6,300,"bob"
12.75,86.75,"2018-11-01",0.1111111,61,"bob"
13,84.25,"2018-11-01",1.2,138,"bob"
13.25,84,"2018-11-01",0.7,342,"bob"
13.25,84.25,"2018-11-01",0.5,110,"bob"
13.25,87.75,"2018-11-01",0.7,350,"bob"
13.5,88,"2018-11-01",0.3333333,170,"bob"
16.25,88.5,"2018-11-01",0.6315789,200,"bob"
10,82.25,"2018-11-02",1.333333,160,"bob"
10,82.75,"2018-11-02",0.16,40,"bob"
10,83.25,"2018-11-02",0.5555556,350,"bob"
10.25,82.25,"2018-11-02",1,250,"bob"
10.25,83.25,"2018-11-02",0.3333333,71,"bob"
10.5,82.5,"2018-11-02",0.8,190,"bob"
10.5,82.75,"2018-11-02",0.6153846,140,"bob"
10.75,82.25,"2018-11-02",0.5,160,"bob"
10.75,82.5,"2018-11-02",0.2,95,"bob"
12,88.5,"2018-11-02",0.5,120,"bob"
12.75,85,"2018-11-02",0.6666667,80,"bob"
12.75,87.25,"2018-11-02",0.4,220,"bob"
14,85.25,"2018-11-02",0.2,91,"bob"
14,85.5,"2018-11-02",2.083333,800,"bob"
14.5,86.75,"2018-11-02",2,471,"bob"
17.5,89.25,"2018-11-02",0.1,40,"bob"
10,82,"2018-11-03",0.5,120,"bob"
10,82.5,"2018-11-03",0.75,250,"bob"
10.25,82,"2018-11-03",0.1333333,110,"bob"
10.25,82.25,"2018-11-03",0.7,280,"bob"
10.25,82.75,"2018-11-03",0.4,35,"bob"
10.5,82.5,"2018-11-03",0.6,110,"bob"
10.75,82.25,"2018-11-03",0.3,120,"bob"
10.75,83.5,"2018-11-03",0.75,300,"bob"
11,83,"2018-11-03",0.3333333,40,"bob"
11.25,84.5,"2018-11-03",0.6,588,"bob"
12.75,84.25,"2018-11-03",0.4,200,"bob"
12.75,85,"2018-11-03",0.3846154,220,"bob"
12.75,85.75,"2018-11-03",0.4,200,"bob"
12.75,87,"2018-11-03",0.1818182,90,"bob"
12.75,88.75,"2018-11-03",0.2,102,"bob"
13,84.25,"2018-11-03",0.3333333,72,"bob"
13,86.5,"2018-11-03",1,400,"bob"
13.25,84,"2018-11-03",0.5,100,"bob"
13.25,85.25,"2018-11-03",1,90,"bob"
13.25,87.75,"2018-11-03",0.4,140,"bob"
13.5,85.5,"2018-11-03",0.5,200,"bob"
13.5,87.5,"2018-11-03",0.2222222,90,"bob"
13.75,86,"2018-11-03",0.35,357,"bob"
14,85.75,"2018-11-03",0.9,398,"bob"
16,88,"2018-11-03",0.8421053,300,"bob"
10,82.5,"2018-11-04",1,380,"bob"
10,83.25,"2018-11-04",0.6666667,450,"bob"
10.25,82,"2018-11-04",1.166667,200,"bob"
10.25,82.25,"2018-11-04",0.3333333,80,"bob"
10.75,82.75,"2018-11-04",0.3,150,"bob"
12.5,87.5,"2018-11-04",0.3,150,"bob"
12.75,85.75,"2018-11-04",0.4,200,"bob"
13.25,87.75,"2018-11-04",0.7,362,"bob"
13.75,84.75,"2018-11-04",0.5384615,350,"bob"
13.75,85.5,"2018-11-04",1.5,910,"bob"
10,82.25,"2018-11-05",1.142857,200,"bob"
10,82.5,"2018-11-05",0.125,48,"bob"
10.25,82.25,"2018-11-05",0.1666667,39,"bob"
10.5,82.5,"2018-11-05",1.066667,392,"bob"
10.5,82.5,"2018-11-05",0.4,200,"bob"
10.5,82.75,"2018-11-05",0.35,301,"bob"
10.75,82.5,"2018-11-05",0.1,52,"bob"
10.75,87.75,"2018-11-05",0.3636364,200,"bob"
11,83,"2018-11-05",0.3333333,30,"bob"
12,86,"2018-11-05",0.125,70,"bob"
12.5,88,"2018-11-05",0.2222222,70,"bob"
13,84,"2018-11-05",0.6666667,170,"bob"
13,84.25,"2018-11-05",0.7,260,"bob"
13,87.75,"2018-11-05",0.1,53,"bob"
13.25,84.75,"2018-11-05",1.4,350,"bob"
13.25,85,"2018-11-05",1,110,"bob"
13.5,84.5,"2018-11-05",1.75,480,"bob"
13.75,85.75,"2018-11-05",0.6,260,"bob"
13.75,86,"2018-11-05",0.2,110,"bob"
14,86.25,"2018-11-05",0.3,298,"bob"
14.25,85.25,"2018-11-05",0.3,120,"bob"
15,86.5,"2018-11-05",1,280,"bob"
15.75,88,"2018-11-05",0.5263158,250,"bob"
17.25,89.25,"2018-11-05",0.3,70,"bob"
10,83.25,"2018-11-06",0.5555556,400,"bob"
10,87.5,"2018-11-06",0.3,130,"bob"
10.25,82.25,"2018-11-06",0.2857143,80,"bob"
10.5,82.25,"2018-11-06",2,60,"bob"
11.25,83.25,"2018-11-06",3.5,350,"bob"
13,85,"2018-11-06",0.2,80,"bob"
13.5,85.75,"2018-11-06",0.4,130,"bob"
13.5,86.75,"2018-11-06",0.9,250,"bob"
13.75,85.25,"2018-11-06",0.2,100,"bob"
14.25,86.5,"2018-11-06",0.5,504,"bob"
14.5,86.75,"2018-11-06",1,310,"bob"
14.75,86.25,"2018-11-06",0.8,320,"bob"
10,82.5,"2018-11-07",0.375,137,"bob"
10.25,82.25,"2018-11-07",0.3,120,"bob"
10.25,82.75,"2018-11-07",0.2,80,"bob"
10.75,83.5,"2018-11-07",4,1500,"bob"
10.75,86.5,"2018-11-07",0.09090909,40,"bob"
12.75,85,"2018-11-07",0.3846154,210,"bob"
12.75,87.5,"2018-11-07",0.125,80,"bob"
13,84,"2018-11-07",0.8333333,200,"bob"
13.25,84.5,"2018-11-07",0.3,120,"bob"
13.5,85.25,"2018-11-07",1.666667,170,"bob"
13.5,88,"2018-11-07",0.625,200,"bob"
14,85.75,"2018-11-07",0.5555556,180,"bob"
14.25,85.5,"2018-11-07",0.9,450,"bob"
14.75,86.25,"2018-11-07",2,500,"bob"
15.75,88,"2018-11-07",0.3157895,80,"bob"
10,82.25,"2018-11-08",0.4,187,"bob"
10,83.25,"2018-11-08",1.111111,800,"bob"
10.25,82,"2018-11-08",1,108,"bob"
10.5,82.75,"2018-11-08",0.2,31,"bob"
11.25,83.25,"2018-11-08",0.07692308,50,"bob"
12,84.25,"2018-11-08",0.4,160,"bob"
13,87.75,"2018-11-08",0.2,103,"bob"
13.25,87.75,"2018-11-08",0.1111111,60,"bob"
13.75,86,"2018-11-08",0.8,220,"bob"
14,85.5,"2018-11-08",1.2,520,"bob"
15,86.75,"2018-11-08",0.3,146,"bob"
15,86.75,"2018-11-08",1,450,"bob"
10,82,"2018-11-09",1.142857,130,"bob"
10.75,86.5,"2018-11-09",0.4545455,240,"bob"
11.25,83,"2018-11-09",0.1538462,70,"bob"
11.5,84,"2018-11-09",0.5,200,"bob"
12,85.25,"2018-11-09",0.1666667,48,"bob"
12,86,"2018-11-09",0.1111111,40,"bob"
12,86.25,"2018-11-09",0.5,507,"bob"
12.25,86.25,"2018-11-09",0.2,92,"bob"
12.5,85,"2018-11-09",1.333333,170,"bob"
12.75,84,"2018-11-09",0.3333333,70,"bob"
13,87.5,"2018-11-09",0.3,120,"bob"
13.25,88,"2018-11-09",0.125,40,"bob"
13.5,85.75,"2018-11-09",1,440,"bob"
13.5,88.25,"2018-11-09",0.4375,300,"bob"
14.5,86.25,"2018-11-09",2.4,400,"bob"
15.75,88,"2018-11-09",0.1052632,20,"bob"
10,82.25,"2018-11-10",1,500,"bob"
10,82.5,"2018-11-10",1.5,191,"bob"
10,83.5,"2018-11-10",1.222222,880,"bob"
10,85.5,"2018-11-10",0.1818182,60,"bob"
10.25,82.25,"2018-11-10",0.5333333,363,"bob"
10.5,83,"2018-11-10",5,680,"bob"
11,85.75,"2018-11-10",0.3636364,120,"bob"
11.75,84.75,"2018-11-10",1.333333,160,"bob"
11.75,86.5,"2018-11-10",0.2222222,20,"bob"
13.5,86,"2018-11-10",3,400,"bob"
14.5,86.75,"2018-11-10",1,310,"bob"
15.5,86.75,"2018-11-10",0.2,100,"bob"
15.5,86.75,"2018-11-10",0.5,200,"bob"
11,83.5,"2018-11-11",0.3,210,"bob"
11,86.75,"2018-11-11",0.5,252,"bob"
11.25,85.5,"2018-11-11",0.2727273,100,"bob"
11.75,84,"2018-11-11",0.1,4,"bob"
11.75,85.5,"2018-11-11",0.1666667,80,"bob"
11.75,88,"2018-11-11",0.0625,30,"bob"
12.25,88.5,"2018-11-11",0.25,80,"bob"
14,85.5,"2018-11-11",0.3333333,100,"bob"
14.25,88.5,"2018-11-11",0.375,105,"bob"
15.75,88.75,"2018-11-11",0.2105263,60,"bob"
10,82,"2018-11-12",1.714286,150,"bob"
10,82.5,"2018-11-12",0.8,385,"bob"
10,83.5,"2018-11-12",0.9444444,680,"bob"
10.25,82,"2018-11-12",0.1666667,30,"bob"
10.25,82.25,"2018-11-12",0.4,200,"bob"
10.25,82.25,"2018-11-12",0.8,517,"bob"
10.5,83,"2018-11-12",4,510,"bob"
11,85.25,"2018-11-12",0.2,100,"bob"
12,84.5,"2018-11-12",0.1428571,60,"bob"
13,84.75,"2018-11-12",1.111111,25,"bob"
13.25,86.5,"2018-11-12",1,175,"bob"
14.5,87.25,"2018-11-12",2,390,"bob"
15.25,86.5,"2018-11-12",0.4,160,"bob"
10,82.5,"2018-11-13",0.08333333,20,"bob"
10.25,82.25,"2018-11-13",0.3333333,31,"bob"
10.25,83.25,"2018-11-13",1.666667,400,"bob"
10.25,87.5,"2018-11-13",0.5555556,190,"bob"
10.5,82.5,"2018-11-13",0.3333333,40,"bob"
10.75,84,"2018-11-13",0.1,40,"bob"
11,83.25,"2018-11-13",1,70,"bob"
11,85.25,"2018-11-13",0.1111111,30,"bob"
11.25,84.25,"2018-11-13",1.333333,120,"bob"
11.25,88.5,"2018-11-13",0.125,40,"bob"
11.5,84,"2018-11-13",0.3076923,160,"bob"
14.25,85.75,"2018-11-13",0.2222222,80,"bob"
15.5,87.25,"2018-11-13",0.7,250,"bob"
15.75,88.5,"2018-11-13",0.5263158,250,"bob"
10,82,"2018-11-14",0.5714286,70,"bob"
10,82.5,"2018-11-14",0.5,150,"bob"
10,83.5,"2018-11-14",0.5555556,450,"bob"
10.5,82.75,"2018-11-14",0.75,110,"bob"
10.5,82.75,"2018-11-14",1,145,"bob"
10.75,82.5,"2018-11-14",0.2,80,"bob"
13,85,"2018-11-14",1.333333,32,"bob"
13,86.5,"2018-11-14",0.8,200,"bob"
16,88,"2018-11-14",1.2,530,"bob"
10,82.25,"2018-11-15",1.2,400,"bob"
10.25,82.25,"2018-11-15",0.6666667,70,"bob"
10.25,82.5,"2018-11-15",0.6,302,"bob"
10.5,85,"2018-11-15",1.294118,360,"bob"
10.75,83.25,"2018-11-15",1.2,510,"bob"
11.25,85,"2018-11-15",0.2,45,"bob"
11.75,86.75,"2018-11-15",0.1,30,"bob"
12,86.75,"2018-11-15",1,200,"bob"
12.25,85.5,"2018-11-15",2,150,"bob"
12.75,85.75,"2018-11-15",0.4285714,180,"bob"
13.5,88,"2018-11-15",1.111111,400,"bob"
15.5,88.5,"2018-11-15",0.2105263,60,"bob"
10.25,82,"2018-11-16",0.8333333,220,"bob"
10.25,82.25,"2018-11-16",1.5,220,"bob"
10.25,83,"2018-11-16",1.428571,350,"bob"
10.25,83.25,"2018-11-16",1,200,"bob"
10.5,82,"2018-11-16",0.6666667,82,"bob"
10.5,83,"2018-11-16",2.666667,230,"bob"
11,83.5,"2018-11-16",0.07692308,50,"bob"
11,86,"2018-11-16",0.3,140,"bob"
11.25,87.25,"2018-11-16",0.3,120,"bob"
11.75,84,"2018-11-16",0.7,150,"bob"
13.25,86.5,"2018-11-16",0.6666667,150,"bob"
15.25,88.5,"2018-11-16",1.052632,370,"bob"
16.25,88.25,"2018-11-16",0.8,360,"bob"
16.25,88.25,"2018-11-16",0.3,150,"bob"
10,82.25,"2018-11-17",3.333333,300,"bob"
10.25,82.5,"2018-11-17",0.5714286,110,"bob"
10.5,82.25,"2018-11-17",0.8,400,"bob"
11,83.25,"2018-11-17",7,510,"bob"
11,86,"2018-11-17",0.2,80,"bob"
12,85,"2018-11-17",1.4,380,"bob"
12,86.75,"2018-11-17",0.7,352,"bob"
13.5,87.5,"2018-11-17",0.3333333,110,"bob"
15,86.75,"2018-11-17",1,280,"bob"
15.75,88.25,"2018-11-17",0.25,200,"bob"
10,82.25,"2018-11-18",1,600,"bob"
10,82.5,"2018-11-18",1.25,96,"bob"
10.25,82,"2018-11-18",1.166667,350,"bob"
10.25,82,"2018-11-18",0.3333333,80,"bob"
10.25,82.5,"2018-11-18",0.4,200,"bob"
10.5,82,"2018-11-18",0.75,120,"bob"
10.5,82,"2018-11-18",1,400,"bob"
10.5,83.5,"2018-11-18",1.2,120,"bob"
11,86.25,"2018-11-18",1.2,240,"bob"
12,84.75,"2018-11-18",1,125,"bob"
13.25,86.5,"2018-11-18",0.8333333,200,"bob"
14.75,86,"2018-11-18",0.5,220,"bob"
15.75,87.75,"2018-11-18",0.1818182,80,"bob"
16.75,88.5,"2018-11-18",1,465,"bob"
10.25,82,"2018-11-19",0.3333333,60,"bob"
10.5,82.25,"2018-11-19",0.7777778,300,"bob"
11,83.25,"2018-11-19",12,750,"bob"
11,83.5,"2018-11-19",0.5,235,"bob"
11.5,86,"2018-11-19",0.3,100,"bob"
11.5,86.25,"2018-11-19",0.4615385,235,"bob"
12,86,"2018-11-19",0.5,215,"bob"
14.75,86.5,"2018-11-19",0.5714286,220,"bob"
15.5,88.25,"2018-11-19",0.1,60,"bob"
16.25,88.25,"2018-11-19",0.5,190,"bob"
10,82.25,"2018-11-20",0.7,350,"bob"
10,83,"2018-11-20",1.666667,350,"bob"
10.25,82,"2018-11-20",0.4285714,105,"bob"
10.25,82,"2018-11-20",1.5,180,"bob"
10.25,82,"2018-11-20",0.8333333,195,"bob"
10.25,82,"2018-11-20",1.5,121,"bob"
10.25,82.5,"2018-11-20",0.5,252,"bob"
10.25,83,"2018-11-20",1.5,180,"bob"
10.5,82,"2018-11-20",0.1666667,110,"bob"
10.5,82.5,"2018-11-20",0.5,200,"bob"
10.5,83,"2018-11-20",1.25,180,"bob"
10.5,83.25,"2018-11-20",4.333333,390,"bob"
10.5,85,"2018-11-20",0.2727273,120,"bob"
11,82.75,"2018-11-20",0.6,310,"bob"
12,84.75,"2018-11-20",0.3333333,70,"bob"
12.5,86.5,"2018-11-20",0.4,60,"bob"
14,87.5,"2018-11-20",0.3636364,160,"bob"
14.5,85.75,"2018-11-20",0.5,180,"bob"
16.5,87.75,"2018-11-20",1,550,"bob"
16.75,88.75,"2018-11-20",1,510,"bob"
10,82,"2018-11-21",0.2222222,80,"bob"
10,82.75,"2018-11-21",0.3,120,"bob"
10,85.25,"2018-11-21",0.2,82,"bob"
10.25,82,"2018-11-21",0.8333333,175,"bob"
10.5,83.25,"2018-11-21",0.6666667,400,"bob"
11,82.75,"2018-11-21",1.166667,280,"bob"
11,83.75,"2018-11-21",0.1,58,"bob"
11.5,86,"2018-11-21",0.2307692,130,"bob"
11.75,85,"2018-11-21",0.2,60,"bob"
12.5,85.75,"2018-11-21",0.5,248,"bob"
13.25,85.5,"2018-11-21",0.1111111,50,"bob"
14.5,85.75,"2018-11-21",0.6666667,210,"bob"
14.5,87.75,"2018-11-21",0.375,110,"bob"
14.75,87.75,"2018-11-21",0.45,280,"bob"
15.25,86.5,"2018-11-21",0.1428571,68,"bob"
15.5,88,"2018-11-21",0.375,90,"bob"
16.25,89.25,"2018-11-21",0.5,255,"bob"
